Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"12.10.2020 12:55"
Zeitbezug:;MEZ
Messstellen-Name:;Lenggries
Messstellen-Nr.:;16003003
Gewässer:;Isar
Ostwert:;693016;Nordwert:;5284410;"ETRS89 / UTM Zone 32N"
2018-06-22;20,4;24,3;18,1;Rohdaten
2018-06-23;18;18,7;17,5;Rohdaten
2018-06-24;17,4;17,5;16,8;Rohdaten
2018-06-25;18,2;19,4;16,8;Rohdaten
2018-06-26;17,4;18,7;16,2;Rohdaten
2018-06-27;17,4;18,1;16,8;Rohdaten
2018-06-28;22,1;40,9;17,5;Rohdaten
2018-06-29;27,5;40,9;21,5;Rohdaten
2018-06-30;20,2;21,5;18,7;Rohdaten
2018-07-01;18,4;19,4;18,1;Rohdaten
2018-07-02;17,8;18,1;17,5;Rohdaten
2018-07-03;17,5;17,5;16,8;Rohdaten
2018-07-04;17,1;17,5;16,8;Rohdaten
2018-07-05;18,3;28,2;16,8;Rohdaten
2018-07-06;29,8;41,9;22,2;Rohdaten
2018-07-07;27;31,4;22,9;Rohdaten
2018-07-08;20,9;22,9;19,4;Rohdaten
2018-07-09;21;23,6;18,7;Rohdaten
2018-07-10;22,9;23,6;22,9;Rohdaten
2018-07-11;22,6;23,6;21,5;Rohdaten
2018-07-12;19,7;21,5;17,5;Rohdaten
2018-07-13;17,7;18,1;17,5;Rohdaten
2018-07-14;17,3;17,5;16,8;Rohdaten
2018-07-15;17,1;17,5;16,8;Rohdaten
2018-07-16;16,7;17,5;15;Rohdaten
2018-07-17;17,1;17,5;16,8;Rohdaten
2018-07-18;17,2;18,1;16,2;Rohdaten
2018-07-19;17,1;17,5;16,8;Rohdaten
2018-07-20;16,9;17,5;16,8;Rohdaten
2018-07-21;17,3;18,1;16,8;Rohdaten
2018-07-22;18,5;20,4;16,5;Rohdaten
2018-07-23;18,5;19,9;17,2;Rohdaten
2018-07-24;16,6;17,2;16;Rohdaten
2018-07-25;15,6;16;15,5;Rohdaten
2018-07-26;15,4;15,5;14,9;Rohdaten
2018-07-27;15,1;15,5;14,9;Rohdaten
2018-07-28;15,1;15,5;14,9;Rohdaten
2018-07-29;15;15,5;14,9;Rohdaten
2018-07-30;14,9;15,5;14,9;Rohdaten
2018-07-31;14,9;14,9;14,9;Rohdaten
2018-08-01;14,9;14,9;14,3;Rohdaten
2018-08-02;15;15,5;14,9;Rohdaten
2018-08-03;14,8;15,5;14,3;Rohdaten
2018-08-04;14,6;14,9;14,3;Rohdaten
2018-08-05;14,7;14,9;14,3;Rohdaten
2018-08-06;14,5;14,9;14,3;Rohdaten
2018-08-07;14,3;14,3;14,3;Rohdaten
2018-08-08;14,4;15,5;13,1;Rohdaten
2018-08-09;13,6;15,5;12,6;Rohdaten
2018-08-10;14;15,5;12,6;Rohdaten
2018-08-11;13,4;13,7;13,1;Rohdaten
2018-08-12;13,2;13,7;13,1;Rohdaten
2018-08-13;13,7;14,3;13,1;Rohdaten
2018-08-14;14,4;14,9;13,7;Rohdaten
2018-08-15;13,9;14,3;13,7;Rohdaten
2018-08-16;13,7;13,7;13,7;Rohdaten
2018-08-17;13,5;13,7;13,1;Rohdaten
2018-08-18;13,6;13,7;13,1;Rohdaten
2018-08-19;14,2;14,9;13,7;Rohdaten
2018-08-20;14;14,9;13,1;Rohdaten
2018-08-21;13,2;13,7;13,1;Rohdaten
2018-08-22;13,1;13,7;12,6;Rohdaten
2018-08-23;13,5;14,9;13,1;Rohdaten
2018-08-24;14,2;14,9;13,7;Rohdaten
2018-08-25;14,4;14,9;14,3;Rohdaten
2018-08-26;16,2;19,9;13,7;Rohdaten
2018-08-27;13;13,7;12,6;Rohdaten
2018-08-28;13,2;13,7;12,6;Rohdaten
2018-08-29;13,4;14,3;13,1;Rohdaten
2018-08-30;15,8;19,2;13,7;Rohdaten
2018-08-31;16,2;25,7;13,1;Rohdaten
2018-09-01;29;36,3;22,7;Rohdaten
2018-09-02;18,7;22,7;15,5;Rohdaten
2018-09-03;14,4;15,5;13,7;Rohdaten
2018-09-04;13,7;13,7;13,1;Rohdaten
2018-09-05;13,4;13,7;12,6;Rohdaten
2018-09-06;14,1;14,9;12,6;Rohdaten
2018-09-07;16,1;18,6;14,3;Rohdaten
2018-09-08;13,9;14,3;13,7;Rohdaten
2018-09-09;14;14,3;13,7;Rohdaten
2018-09-10;14,6;15,5;13,7;Rohdaten
2018-09-11;15,4;15,5;14,9;Rohdaten
2018-09-12;15,2;15,5;14,9;Rohdaten
2018-09-13;15,3;17,3;14,9;Rohdaten
2018-09-14;15,3;16,7;14,3;Rohdaten
2018-09-15;14,7;15,5;13,7;Rohdaten
2018-09-16;14,7;15,5;14,3;Rohdaten
2018-09-17;14,2;14,3;13,7;Rohdaten
2018-09-18;15,4;21,3;13,7;Rohdaten
2018-09-19;17,9;22;15,5;Rohdaten
2018-09-20;15;15,5;14,3;Rohdaten
2018-09-21;14,4;14,9;14,3;Rohdaten
2018-09-22;14,8;16;13,7;Rohdaten
2018-09-23;13,8;15,5;13,1;Rohdaten
2018-09-24;26,9;38,9;15,5;Rohdaten
2018-09-25;16;19,2;14,3;Rohdaten
2018-09-26;13,3;14,3;12,1;Rohdaten
2018-09-27;12;12,6;11,6;Rohdaten
2018-09-28;11,4;11,6;11,1;Rohdaten
2018-09-29;11;11,1;10,6;Rohdaten
2018-09-30;10,7;11,1;10,6;Rohdaten
2018-10-01;17,5;28,8;10,6;Rohdaten
2018-10-02;18,3;22;14,3;Rohdaten
2018-10-03;12,4;14,3;11,1;Rohdaten
2018-10-04;10,6;11,6;10,1;Rohdaten
2018-10-05;9,68;11,6;6,99;Rohdaten
2018-10-06;9,2;9,59;8,68;Rohdaten
2018-10-07;8,96;9,12;8,68;Rohdaten
2018-10-08;8,66;9,12;8,22;Rohdaten
2018-10-09;8,28;9,12;6,23;Rohdaten
2018-10-10;8,04;9,12;5,52;Rohdaten
2018-10-11;9,27;12,6;7,8;Rohdaten
2018-10-12;7,58;7,8;7,39;Rohdaten
2018-10-13;7,37;7,8;6,99;Rohdaten
2018-10-14;7,24;7,39;6,99;Rohdaten
2018-10-15;7,11;7,39;6,99;Rohdaten
2018-10-16;7,04;7,39;6,99;Rohdaten
2018-10-17;7,36;7,8;6,99;Rohdaten
2018-10-18;7,4;7,8;7,39;Rohdaten
2018-10-19;7,39;7,8;7,39;Rohdaten
2018-10-20;7,39;7,39;6,99;Rohdaten
2018-10-21;7,37;7,39;6,99;Rohdaten
2018-10-22;7,23;7,39;6,99;Rohdaten
2018-10-23;7,09;7,39;6,99;Rohdaten
2018-10-24;9,68;16;6,99;Rohdaten
2018-10-25;14,6;18,6;10,6;Rohdaten
2018-10-26;9,27;10,6;8,68;Rohdaten
2018-10-27;8,71;9,12;8,22;Rohdaten
2018-10-28;9,29;9,59;9,12;Rohdaten
2018-10-29;8,98;10,1;8,68;Rohdaten
2018-10-30;11,4;13,1;10,1;Rohdaten
2018-10-31;9,17;10,1;8,68;Rohdaten
2018-11-01;8,39;8,68;8,22;Rohdaten
2018-11-02;8,06;8,22;7,8;Rohdaten
2018-11-03;7,82;8,22;7,8;Rohdaten
2018-11-04;7,69;7,8;7,39;Rohdaten
2018-11-05;7,47;7,8;7,39;Rohdaten
2018-11-06;7,39;7,8;6,99;Rohdaten
2018-11-07;7,21;7,39;6,99;Rohdaten
2018-11-08;7,18;7,39;6,99;Rohdaten
2018-11-09;7,08;7,39;6,99;Rohdaten
2018-11-10;7,01;7,39;6,99;Rohdaten
2018-11-11;7,01;7,39;6,99;Rohdaten
2018-11-12;6,94;6,99;6,61;Rohdaten
2018-11-13;6,9;6,99;6,61;Rohdaten
2018-11-14;6,9;6,99;6,61;Rohdaten
2018-11-15;7,14;7,8;6,61;Rohdaten
2018-11-16;7,48;7,8;7,39;Rohdaten
2018-11-17;7,4;7,8;7,39;Rohdaten
2018-11-18;7,33;7,39;6,99;Rohdaten
2018-11-19;7,3;7,39;6,99;Rohdaten
2018-11-20;7,27;7,39;6,99;Rohdaten
2018-11-21;7,27;7,39;6,99;Rohdaten
2018-11-22;7,16;7,39;6,99;Rohdaten
2018-11-23;7,18;7,8;6,99;Rohdaten
2018-11-24;7,21;7,39;6,99;Rohdaten
2018-11-25;7,16;7,39;6,99;Rohdaten
2018-11-26;7,04;7,39;6,61;Rohdaten
2018-11-27;7,03;7,39;6,61;Rohdaten
2018-11-28;6,74;6,99;6,61;Rohdaten
2018-11-29;6,7;6,99;6,23;Rohdaten
2018-11-30;6,64;6,99;6,61;Rohdaten
2018-12-01;6,95;6,99;6,61;Rohdaten
2018-12-02;6,9;6,99;6,61;Rohdaten
2018-12-03;9,06;10,2;7,5;Rohdaten
2018-12-04;10,8;18,6;8,22;Rohdaten
2018-12-05;13,7;18,6;11,1;Rohdaten
2018-12-06;11,7;12,6;11,1;Rohdaten
2018-12-07;10,2;11,6;9,12;Rohdaten
2018-12-08;9,9;10,1;9,12;Rohdaten
2018-12-09;11,1;13,1;9,12;Rohdaten
2018-12-10;13,5;14,9;12,6;Rohdaten
2018-12-11;12;13,1;11,1;Rohdaten
2018-12-12;10,9;11,6;10,6;Rohdaten
2018-12-13;10,4;11,1;10,1;Rohdaten
2018-12-14;9,94;10,1;9,59;Rohdaten
2018-12-15;9,62;10,1;9,59;Rohdaten
2018-12-16;9,44;9,59;9,12;Rohdaten
2018-12-17;9,14;9,59;9,12;Rohdaten
2018-12-18;9,19;9,59;8,68;Rohdaten
2018-12-19;10;10,6;9,59;Rohdaten
2018-12-20;11,9;14,3;10,1;Rohdaten
2018-12-21;14,9;16,7;13,7;Rohdaten
2018-12-22;23,8;29,6;16,7;Rohdaten
2018-12-23;35,5;51,2;28,8;Rohdaten
2018-12-24;67,1;88,6;51,2;Rohdaten
2018-12-25;50,3;67,2;31,2;Rohdaten
2018-12-26;25,6;31,2;21,3;Rohdaten
2018-12-27;19,8;21,3;18,6;Rohdaten
2018-12-28;18,3;19,2;17,3;Rohdaten
2018-12-29;17,4;17,9;16,7;Rohdaten
2018-12-30;17,7;18,6;16,7;Rohdaten
2018-12-31;18,5;20,6;17,9;Rohdaten
2019-01-01;20,4;21,3;19,2;Rohdaten
2019-01-02;18,3;19,9;15,5;Rohdaten
2019-01-03;14,9;15,5;14,3;Rohdaten
2019-01-04;13,9;14,3;13,1;Rohdaten
2019-01-05;13,6;14,3;13,1;Rohdaten
2019-01-06;13,8;15;12,7;Rohdaten
2019-01-07;13,5;15;12,2;Rohdaten
2019-01-08;16,2;18,1;14,4;Rohdaten
2019-01-09;18,1;18,7;17,4;Rohdaten
2019-01-10;18,1;18,7;17,4;Rohdaten
2019-01-11;17,6;18,1;17,4;Rohdaten
2019-01-12;17,5;18,1;16,8;Rohdaten
2019-01-13;18,8;22,2;17,4;Rohdaten
2019-01-14;28,4;30,5;22,8;Rohdaten
2019-01-15;23,8;26,5;20,7;Rohdaten
2019-01-16;19,3;20,7;17,3;Rohdaten
2019-01-17;16,5;17,3;15,5;Rohdaten
2019-01-18;15,3;15,5;14,9;Rohdaten
2019-01-19;14,7;14,9;14,4;Rohdaten
2019-01-20;14,3;14,4;13,8;Rohdaten
2019-01-21;13,6;14,4;13,2;Rohdaten
2019-01-22;12,9;13,2;12,7;Rohdaten
2019-01-23;12,7;13,2;12,7;Rohdaten
2019-01-24;12,5;12,7;12,2;Rohdaten
2019-01-25;12,2;12,7;12,2;Rohdaten
2019-01-26;12,2;12,2;12,2;Rohdaten
2019-01-27;12,2;12,2;12,2;Rohdaten
2019-01-28;12;12,2;11,7;Rohdaten
2019-01-29;11,6;12,2;11,1;Rohdaten
2019-01-30;11;11,1;10,6;Rohdaten
2019-01-31;10,5;11,1;10,1;Rohdaten
2019-02-01;10,1;10,1;10,1;Rohdaten
2019-02-02;10,2;10,6;10,1;Rohdaten
2019-02-03;10,9;11,1;10,6;Rohdaten
2019-02-04;10,5;10,6;10,1;Rohdaten
2019-02-05;10,1;10,6;10,1;Rohdaten
2019-02-06;10,1;10,1;10,1;Rohdaten
2019-02-07;10,1;10,1;9,68;Rohdaten
2019-02-08;10,1;10,1;10,1;Rohdaten
2019-02-09;10,1;10,6;10,1;Rohdaten
2019-02-10;10,2;10,6;10,1;Rohdaten
2019-02-11;11,4;11,7;10,6;Rohdaten
2019-02-12;11,1;11,7;10,6;Rohdaten
2019-02-13;10,6;11,1;10,6;Rohdaten
2019-02-14;10,6;10,6;10,1;Rohdaten
2019-02-15;10,7;11,1;10,6;Rohdaten
2019-02-16;11,3;11,7;11,1;Rohdaten
2019-02-17;12,1;12,7;11,7;Rohdaten
2019-02-18;13,4;14,9;12,7;Rohdaten
2019-02-19;15,5;17,3;14,9;Rohdaten
2019-02-20;19,4;21,4;18;Rohdaten
2019-02-21;24,2;28,1;21,4;Rohdaten
2019-02-22;40,1;55,3;28,1;Rohdaten
2019-02-23;36,5;45,4;32,1;Rohdaten
2019-02-24;29,6;32,1;28,1;Rohdaten
2019-02-25;29;32,1;26,5;Rohdaten
2019-02-26;31,3;32,9;28,1;Rohdaten
2019-02-27;31,3;34,6;29,7;Rohdaten
2019-02-28;36,7;46,3;30,5;Rohdaten
2019-03-01;47,1;53,2;43,5;Rohdaten
2019-03-02;48,8;54,2;43,5;Rohdaten
2019-03-03;41,8;43,5;40,8;Rohdaten
2019-03-04;40;42,6;36,3;Rohdaten
2019-03-05;35,6;39;33,8;Rohdaten
2019-03-06;33,1;33,8;32,1;Rohdaten
2019-03-07;36,7;43,5;33,8;Rohdaten
2019-03-08;38,1;41,7;35,5;Rohdaten
2019-03-09;36,5;39;35,5;Rohdaten
2019-03-10;41,7;52,2;39;Rohdaten
2019-03-11;44,7;52,2;38,1;Rohdaten
2019-03-12;38,8;40,8;36,3;Rohdaten
2019-03-13;37,6;40,8;32,9;Rohdaten
2019-03-14;32,9;33,8;32,1;Rohdaten
2019-03-15;45,8;68,4;32,9;Rohdaten
2019-03-16;67,7;74,4;60,6;Rohdaten
2019-03-17;65,1;70,8;61,6;Rohdaten
2019-03-18;57,6;69,6;46,3;Rohdaten
2019-03-19;39,5;46,3;32,1;Rohdaten
2019-03-20;30,9;32,9;29,7;Rohdaten
2019-03-21;29,2;29,7;28,9;Rohdaten
2019-03-22;29,3;32,1;28,1;Rohdaten
2019-03-23;31,8;35,5;29,7;Rohdaten
2019-03-24;34,2;38,1;31,3;Rohdaten
2019-03-25;36,6;38,1;34,6;Rohdaten
2019-03-26;34,3;36,3;32,9;Rohdaten
2019-03-27;31,7;32,9;29,7;Rohdaten
2019-03-28;30,8;32,1;28,1;Rohdaten
2019-03-29;31,7;33,8;30,5;Rohdaten
2019-03-30;39,2;42,7;36,4;Rohdaten
2019-03-31;41,2;45,5;39,1;Rohdaten
2019-04-01;41,6;44,5;39,1;Rohdaten
2019-04-02;42,2;45,5;39,9;Rohdaten
2019-04-03;40;44,5;36,4;Rohdaten
2019-04-04;37,2;40,8;35,5;Rohdaten
2019-04-05;34,6;37,3;33;Rohdaten
2019-04-06;33,2;35,5;32,2;Rohdaten
2019-04-07;34,4;36,4;33;Rohdaten
2019-04-08;45,8;54,2;35,5;Rohdaten
2019-04-09;49,5;52,3;47,4;Rohdaten
2019-04-10;48,2;52,3;46,4;Rohdaten
2019-04-11;41,9;47,4;34,7;Rohdaten
2019-04-12;32,8;34,7;30,5;Rohdaten
2019-04-13;29,2;30,5;28,1;Rohdaten
2019-04-14;28,1;28,9;27,4;Rohdaten
2019-04-15;27,6;28,9;26,5;Rohdaten
2019-04-16;27,4;28,1;26,5;Rohdaten
2019-04-17;27,6;28,9;25,8;Rohdaten
2019-04-18;28;29,7;26,5;Rohdaten
2019-04-19;28,3;29,7;27,4;Rohdaten
2019-04-20;28,3;29,7;27,4;Rohdaten
2019-04-21;28,1;28,9;25;Rohdaten
2019-04-22;27,6;28,9;26,5;Rohdaten
2019-04-23;26,5;28,1;25;Rohdaten
2019-04-24;25,5;26,5;25;Rohdaten
2019-04-25;24,8;25,8;24,3;Rohdaten
2019-04-26;26,8;29,7;23,5;Rohdaten
2019-04-27;30,4;32,2;28,9;Rohdaten
2019-04-28;31,1;32,2;30,5;Rohdaten
2019-04-29;30,5;34,7;25,8;Rohdaten
2019-04-30;36,6;38,2;33,9;Rohdaten
2019-05-01;32,6;35,5;31,4;Rohdaten
2019-05-02;30,2;32,2;28,9;Rohdaten
2019-05-03;36,4;39,1;32,2;Rohdaten
2019-05-04;34,1;34,7;33;Rohdaten
2019-05-05;34,1;35,5;33;Rohdaten
2019-05-06;33;34,7;32,2;Rohdaten
2019-05-07;35,6;39,1;29,7;Rohdaten
2019-05-08;35,6;39,1;33,9;Rohdaten
2019-05-09;35,7;36,4;33,9;Rohdaten
2019-05-10;34,4;35,5;33,9;Rohdaten
2019-05-11;35,8;42,7;33;Rohdaten
2019-05-12;60,6;73,1;39,9;Rohdaten
2019-05-13;58;67,2;51,2;Rohdaten
2019-05-14;43,7;50,2;38,2;Rohdaten
2019-05-15;35,5;39,1;32,2;Rohdaten
2019-05-16;32,4;33;31,4;Rohdaten
2019-05-17;34,1;37,3;31,4;Rohdaten
2019-05-18;35,1;37,3;34,7;Rohdaten
2019-05-19;34,4;36,4;33;Rohdaten
2019-05-20;87;153;35,5;Rohdaten
2019-05-21;192;216;154;Rohdaten
2019-05-22;175;203;154;Rohdaten
2019-05-23;148;156;140;Rohdaten
2019-05-24;130;146;118;Rohdaten
2019-05-25;118;121;115;Rohdaten
2019-05-26;117;121;113;Rohdaten
2019-05-27;126;142;112;Rohdaten
2019-05-28;125;143;107;Rohdaten
2019-05-29;126;137;110;Rohdaten
2019-05-30;100;110;93,9;Rohdaten
2019-05-31;88,6;96,8;81,4;Rohdaten
2019-06-01;78,7;81,4;75,1;Rohdaten
2019-06-02;76,2;76,4;75,1;Rohdaten
2019-06-03;70,4;76,4;65,5;Rohdaten
2019-06-04;65,1;65,5;64,4;Rohdaten
2019-06-05;63,1;64,4;62,2;Rohdaten
2019-06-06;73,7;84,1;62,2;Rohdaten
2019-06-07;58,8;84,1;39,3;Rohdaten
2019-06-08;37,3;39,3;35,7;Rohdaten
2019-06-09;35,8;36,6;34,9;Rohdaten
2019-06-10;35,7;35,7;35,7;Rohdaten
2019-06-11;40,7;44,8;35,7;Rohdaten
2019-06-12;44,1;44,8;43,8;Rohdaten
2019-06-13;39,3;43,8;34;Rohdaten
2019-06-14;34,4;35,7;34;Rohdaten
2019-06-15;34;34,9;33,1;Rohdaten
2019-06-16;33,9;34,9;33,1;Rohdaten
2019-06-17;26,8;34;19,4;Rohdaten
2019-06-18;18,6;19,4;18,1;Rohdaten
2019-06-19;18,1;18,1;18,1;Rohdaten
2019-06-20;18,2;18,7;17,4;Rohdaten
2019-06-21;21,6;28,3;17,4;Rohdaten
2019-06-22;25,9;28,3;23,6;Rohdaten
2019-06-23;26,6;29,1;25,2;Rohdaten
2019-06-24;20,1;26;14,4;Rohdaten
2019-06-25;13,9;15;13,3;Rohdaten
2019-06-26;13,1;13,3;12,8;Rohdaten
2019-06-27;12,8;13,3;12,2;Rohdaten
2019-06-28;12,8;13,3;12,2;Rohdaten
2019-06-29;12,6;12,8;12,2;Rohdaten
2019-06-30;12,1;12,8;11,7;Rohdaten
2019-07-01;12,2;13,9;11,7;Rohdaten
2019-07-02;12,2;13,3;10,7;Rohdaten
2019-07-03;11,7;12,2;11,2;Rohdaten
2019-07-04;11,7;12,2;10,7;Rohdaten
2019-07-05;11,7;12,2;11,2;Rohdaten
2019-07-06;11,5;11,7;11,2;Rohdaten
2019-07-07;12,5;14,4;11,2;Rohdaten
2019-07-08;13,6;14,4;12,8;Rohdaten
2019-07-09;12,4;12,8;11,7;Rohdaten
2019-07-10;12,1;12,2;11,7;Rohdaten
2019-07-11;11,9;12,2;11,7;Rohdaten
2019-07-12;11,9;12,8;11,7;Rohdaten
2019-07-13;13,7;14,4;12,8;Rohdaten
2019-07-14;12,9;13,3;11,7;Rohdaten
2019-07-15;12,2;12,8;11,7;Rohdaten
2019-07-16;12,3;13,3;11,7;Rohdaten
2019-07-17;12,2;12,8;11,7;Rohdaten
2019-07-18;12,9;13,9;11,7;Rohdaten
2019-07-19;14,1;15;13,3;Rohdaten
2019-07-20;14,9;15;14,4;Rohdaten
2019-07-21;14,5;15,6;12,2;Rohdaten
2019-07-22;13,3;13,9;12,2;Rohdaten
2019-07-23;14,4;15;13,9;Rohdaten
2019-07-24;13,8;15;13,3;Rohdaten
2019-07-25;13,6;13,9;13,3;Rohdaten
2019-07-26;13,9;13,9;13,3;Rohdaten
2019-07-27;13,9;14,4;13,3;Rohdaten
2019-07-28;28;144;13,3;Rohdaten
2019-07-29;110;169;78,8;Rohdaten
2019-07-30;63,1;77,5;46,7;Rohdaten
2019-07-31;37;46,7;20,8;Rohdaten
2019-08-01;19,5;21,5;18,2;Rohdaten
2019-08-02;20,7;31,5;17,5;Rohdaten
2019-08-03;22,6;29,1;19,5;Rohdaten
2019-08-04;20,2;21,5;19,5;Rohdaten
2019-08-05;21;26,7;18,2;Rohdaten
2019-08-06;30;34;26,7;Rohdaten
2019-08-07;28,3;30,7;26,7;Rohdaten
2019-08-08;25,8;30,7;18,8;Rohdaten
2019-08-09;18,1;19,5;16,9;Rohdaten
2019-08-10;16,4;16,9;15,6;Rohdaten
2019-08-11;16;16,9;15,6;Rohdaten
2019-08-12;19;41,1;15;Rohdaten
2019-08-13;38;43,3;27,9;Rohdaten
2019-08-14;44,6;48,6;37,4;Rohdaten
2019-08-15;42,4;43,9;40,2;Rohdaten
2019-08-16;37,6;43,9;31,5;Rohdaten
2019-08-17;30,4;31,5;29,1;Rohdaten
2019-08-18;28,9;30,7;20,1;Rohdaten
2019-08-19;31,1;33,1;28,3;Rohdaten
2019-08-20;25,3;31,5;17,5;Rohdaten
2019-08-21;28,2;35,7;18,8;Rohdaten
2019-08-22;20,1;22,2;18,8;Rohdaten
2019-08-23;18,1;18,8;17,5;Rohdaten
2019-08-24;17,9;22,2;15,6;Rohdaten
2019-08-25;19,3;22,2;16,9;Rohdaten
2019-08-26;26;35,3;19,9;Rohdaten
2019-08-27;29,2;31,1;27,9;Rohdaten
2019-08-28;28;28,6;27,1;Rohdaten
2019-08-29;27,7;27,9;27,1;Rohdaten
2019-08-30;26;27,9;24,1;Rohdaten
2019-08-31;24,5;25,6;23,3;Rohdaten
2019-09-01;24,1;24,8;23,3;Rohdaten
2019-09-02;23;26,4;18,5;Rohdaten
2019-09-03;17,5;19,9;16,6;Rohdaten
2019-09-04;16,3;17,2;15,4;Rohdaten
2019-09-05;16;16,6;15,4;Rohdaten
2019-09-06;17;18,5;16;Rohdaten
2019-09-07;18,3;20,5;16,6;Rohdaten
2019-09-08;23;35,3;17,9;Rohdaten
2019-09-09;30;36,1;24,8;Rohdaten
2019-09-10;24,3;27,9;21,9;Rohdaten
2019-09-11;20,7;22,6;19,9;Rohdaten
2019-09-12;19,4;20,5;18,5;Rohdaten
2019-09-13;18,6;19,1;17,9;Rohdaten
2019-09-14;18;19,1;17,2;Rohdaten
2019-09-15;17,4;17,9;17,2;Rohdaten
2019-09-16;17,4;17,9;17,2;Rohdaten
2019-09-17;16;17,9;14,8;Rohdaten
2019-09-18;15,5;16;14,8;Rohdaten
2019-09-19;15,4;16;14,8;Rohdaten
2019-09-20;14,9;16;14,8;Rohdaten
2019-09-21;14,8;14,8;14,2;Rohdaten
2019-09-22;14,7;15,4;14,2;Rohdaten
2019-09-23;15,6;17,2;14,8;Rohdaten
2019-09-24;16;16;16;Rohdaten
2019-09-25;16,3;16,6;15,4;Rohdaten
2019-09-26;16,7;17,9;16;Rohdaten
2019-09-27;15,8;17,9;14,2;Rohdaten
2019-09-28;16;17,9;14,2;Rohdaten
2019-09-29;14,6;16;13,6;Rohdaten
2019-09-30;13,5;14,2;12,5;Rohdaten
2019-10-01;12,3;12,5;12;Rohdaten
2019-10-02;14,9;29,5;10,5;Rohdaten
2019-10-03;20,1;31,9;15,4;Rohdaten
2019-10-04;14,2;15,4;13,1;Rohdaten
2019-10-05;25,8;44,3;14,2;Rohdaten
2019-10-06;21,7;33,6;16;Rohdaten
2019-10-07;27,4;36,1;16,6;Rohdaten
2019-10-08;21,7;27,1;19,1;Rohdaten
2019-10-09;22,1;27,9;19,1;Rohdaten
2019-10-10;24,6;27,9;21,9;Rohdaten
2019-10-11;21,1;22,6;19,9;Rohdaten
2019-10-12;20,2;20,5;19,9;Rohdaten
2019-10-13;19,8;19,9;19,1;Rohdaten
2019-10-14;19;19,9;18,5;Rohdaten
2019-10-15;18,8;19,1;18,5;Rohdaten
2019-10-16;17,8;19,1;17,2;Rohdaten
2019-10-17;16,9;17,2;16,6;Rohdaten
2019-10-18;16,6;17,2;16,6;Rohdaten
2019-10-19;18;19,1;16,6;Rohdaten
2019-10-20;18,5;19,1;17,2;Rohdaten
2019-10-21;18,8;19,1;18,5;Rohdaten
2019-10-22;18,6;19,1;17,9;Rohdaten
2019-10-23;16,3;18,5;14,8;Rohdaten
2019-10-24;12,9;15,4;11;Rohdaten
2019-10-25;9,74;11;8,61;Rohdaten
2019-10-26;8,36;9,05;8,15;Rohdaten
2019-10-27;8,11;8,15;7,34;Rohdaten
2019-10-28;7,97;8,61;7,34;Rohdaten
2019-10-29;7,74;7,74;7,34;Rohdaten
2019-10-30;8,72;9,53;7,74;Rohdaten
2019-10-31;11,1;13,1;9,53;Rohdaten
2019-11-01;9,04;10,5;8,15;Rohdaten
2019-11-02;8,24;8,61;7,74;Rohdaten
2019-11-03;7,64;8,15;7,34;Rohdaten
2019-11-04;7,85;8,61;7,74;Rohdaten
2019-11-05;12,8;18,5;7,74;Rohdaten
2019-11-06;14,9;17,9;12;Rohdaten
2019-11-07;16,6;17,9;16;Rohdaten
2019-11-08;16,2;16,8;15,6;Rohdaten
2019-11-09;15,2;15,9;14,1;Rohdaten
2019-11-10;14,9;15,6;14,4;Rohdaten
2019-11-11;15,3;15,5;14,8;Rohdaten
2019-11-12;15,5;15,9;15,3;Rohdaten
2019-11-13;15,2;16,5;13,1;Rohdaten
2019-11-14;13,1;13,6;12,5;Rohdaten
2019-11-15;13,5;15,3;12,5;Rohdaten
2019-11-16;15,9;17,2;14,7;Rohdaten
2019-11-17;20;28,6;15,3;Rohdaten
2019-11-18;22,6;25,5;19,7;Rohdaten
2019-11-19;21,3;24;18,4;Rohdaten
2019-11-20;17,6;18,4;16,5;Rohdaten
2019-11-21;17,2;17,8;15,9;Rohdaten
2019-11-22;17,3;17,8;16,5;Rohdaten
2019-11-23;16,7;17,2;16,5;Rohdaten
2019-11-24;16,8;17,2;16,5;Rohdaten
2019-11-25;16,4;17,2;15,9;Rohdaten
2019-11-26;16,5;17,2;15,9;Rohdaten
2019-11-27;16,4;17,2;15,9;Rohdaten
2019-11-28;15,9;16,5;15,3;Rohdaten
2019-11-29;15,7;17,2;15,3;Rohdaten
2019-11-30;16,2;17,2;15,3;Rohdaten
2019-12-01;13,7;15,9;13,1;Rohdaten
2019-12-02;12,6;13,6;11,5;Rohdaten
2019-12-03;11,4;12,5;10,4;Rohdaten
2019-12-04;10,5;11;9,99;Rohdaten
2019-12-05;10,3;11;9,49;Rohdaten
2019-12-06;10,2;10,4;9,05;Rohdaten
2019-12-07;9,09;9,49;8,62;Rohdaten
2019-12-08;8,62;9,49;7,77;Rohdaten
2019-12-09;8,62;9,05;8,18;Rohdaten
2019-12-10;9,17;9,99;8,62;Rohdaten
2019-12-11;9,29;9,99;8,62;Rohdaten
2019-12-12;8,91;9,49;8,18;Rohdaten
2019-12-13;8,2;8,94;7,27;Rohdaten
2019-12-14;8,67;9,99;6,58;Rohdaten
2019-12-15;9,03;9,05;8,62;Rohdaten
