Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"12.10.2020 12:51"
Zeitbezug:;MEZ
Messstellen-Name:;Kempten
Messstellen-Nr.:;11402001
Gewässer:;Iller
Ostwert:;598747;Nordwert:;5287175;"ETRS89 / UTM Zone 32N"
2018-06-27;19,6;21,6;18,3;Rohdaten
2018-06-28;19,1;21,6;17,3;Rohdaten
2018-06-29;20,1;27,9;17,3;Rohdaten
2018-06-30;19,8;23,4;16,8;Rohdaten
2018-07-01;17,1;27,2;13,2;Rohdaten
2018-07-02;16,8;19,4;14;Rohdaten
2018-07-03;19,4;41,1;12,8;Rohdaten
2018-07-04;27,4;41,1;19,4;Rohdaten
2018-07-05;25,7;34,9;19,4;Rohdaten
2018-07-06;40,1;58,6;31,3;Rohdaten
2018-07-07;51,8;60,5;37,2;Rohdaten
2018-07-08;33,4;40,3;19,9;Rohdaten
2018-07-09;26,3;32,7;22,2;Rohdaten
2018-07-10;22,5;24,6;20,5;Rohdaten
2018-07-11;22;29,9;17,3;Rohdaten
2018-07-12;19,6;24;16,8;Rohdaten
2018-07-13;17,6;22,8;14;Rohdaten
2018-07-14;17;19,4;14;Rohdaten
2018-07-15;17,1;20,5;14,5;Rohdaten
2018-07-16;18,2;23,4;14;Rohdaten
2018-07-17;15,9;18,9;14;Rohdaten
2018-07-18;15,1;19,9;13,2;Rohdaten
2018-07-19;14,5;27,2;11,6;Rohdaten
2018-07-20;13,7;25,3;2,93;Rohdaten
2018-07-21;16,7;18,9;11,3;Rohdaten
2018-07-22;19;23,4;14,5;Rohdaten
2018-07-23;21,3;32,7;16,8;Rohdaten
2018-07-24;19,4;24;16,3;Rohdaten
2018-07-25;16,2;22,8;11,3;Rohdaten
2018-07-26;14,6;16,3;12,4;Rohdaten
2018-07-27;13,5;16,8;10,9;Rohdaten
2018-07-28;13,1;15,3;10,9;Rohdaten
2018-07-29;13;15,8;10,9;Rohdaten
2018-07-30;12,2;15,3;10,9;Rohdaten
2018-07-31;11,6;13,6;10,9;Rohdaten
2018-08-01;11,6;19,4;10,6;Rohdaten
2018-08-02;25;47,7;12;Rohdaten
2018-08-03;14,4;18,3;11,3;Rohdaten
2018-08-04;12,8;17,8;10,6;Rohdaten
2018-08-05;10,8;14,7;9,7;Rohdaten
2018-08-06;11,2;17,7;9,7;Rohdaten
2018-08-07;14,7;20,3;9,4;Rohdaten
2018-08-08;12,7;15,7;10;Rohdaten
2018-08-09;12,5;16,6;8,77;Rohdaten
2018-08-10;10,7;17,7;5,04;Rohdaten
2018-08-11;10,2;12,2;9,4;Rohdaten
2018-08-12;9,44;10,4;9,4;Rohdaten
2018-08-13;9,1;12,6;6,87;Rohdaten
2018-08-14;12,8;17,7;8,21;Rohdaten
2018-08-15;12,3;15,7;9,4;Rohdaten
2018-08-16;11;12,6;9,4;Rohdaten
2018-08-17;10,4;13;7,61;Rohdaten
2018-08-18;11,1;13,4;8,21;Rohdaten
2018-08-19;11,9;14,3;9,4;Rohdaten
2018-08-20;11,8;14,3;9,7;Rohdaten
2018-08-21;12,2;14,7;9,06;Rohdaten
2018-08-22;14,9;23,2;9,7;Rohdaten
2018-08-23;12,9;15,7;12,2;Rohdaten
2018-08-24;19,5;33,2;12,6;Rohdaten
2018-08-25;24,2;31,1;16,6;Rohdaten
2018-08-26;30,2;35,4;23,9;Rohdaten
2018-08-27;21,4;29;16,6;Rohdaten
2018-08-28;16,2;19,7;15,2;Rohdaten
2018-08-29;13,8;17,1;11,4;Rohdaten
2018-08-30;24,6;39,2;12,6;Rohdaten
2018-08-31;38,8;55,4;31,1;Rohdaten
2018-09-01;93;136;53,6;Rohdaten
2018-09-02;63,4;87,4;45,7;Rohdaten
2018-09-03;39,4;50,3;30,6;Rohdaten
2018-09-04;28,3;37,9;17,3;Rohdaten
2018-09-05;25;29,9;21;Rohdaten
2018-09-06;21,8;24,6;19,9;Rohdaten
2018-09-07;41,6;63,4;20,5;Rohdaten
2018-09-08;34,4;47,7;29,2;Rohdaten
2018-09-09;25,6;29,9;21;Rohdaten
2018-09-10;21,6;25,9;18,9;Rohdaten
2018-09-11;18,9;21;15,8;Rohdaten
2018-09-12;17,5;21;14;Rohdaten
2018-09-13;16;22,2;13,6;Rohdaten
2018-09-14;31,2;54;16,3;Rohdaten
2018-09-15;24,9;30,6;12,4;Rohdaten
2018-09-16;23;28,5;18,9;Rohdaten
2018-09-17;18,3;22,2;17,3;Rohdaten
2018-09-18;16,6;20,5;13,6;Rohdaten
2018-09-19;16,9;22,2;13,2;Rohdaten
2018-09-20;15,4;21,6;13,6;Rohdaten
2018-09-21;14,5;16,8;10,9;Rohdaten
2018-09-22;20,9;27,2;13,2;Rohdaten
2018-09-23;21;27,9;18,3;Rohdaten
2018-09-24;87,4;162;23,4;Rohdaten
2018-09-25;47,4;63,4;37,2;Rohdaten
2018-09-26;30,6;38,6;25,3;Rohdaten
2018-09-27;25,3;37,2;18,3;Rohdaten
2018-09-28;21;24;19,4;Rohdaten
2018-09-29;19,2;22,2;17,3;Rohdaten
2018-09-30;17,6;19,4;17,3;Rohdaten
2018-10-01;54,7;123;13,6;Rohdaten
2018-10-02;55,7;76,7;41,1;Rohdaten
2018-10-03;38;44,4;33,4;Rohdaten
2018-10-04;31,9;39,4;26,6;Rohdaten
2018-10-05;26;30,6;22,2;Rohdaten
2018-10-06;22,8;26,6;19,9;Rohdaten
2018-10-07;20,7;23,4;18,9;Rohdaten
2018-10-08;18,3;20,5;14,9;Rohdaten
2018-10-09;18,3;21,6;14,9;Rohdaten
2018-10-10;18,9;21,6;16,3;Rohdaten
2018-10-11;18,2;23,4;15,3;Rohdaten
2018-10-12;17,5;19,9;13,6;Rohdaten
2018-10-13;16,6;19,9;14;Rohdaten
2018-10-14;16,4;20,5;14;Rohdaten
2018-10-15;15,8;18,3;14;Rohdaten
2018-10-16;15,5;18,9;12;Rohdaten
2018-10-17;15,2;18,3;12,8;Rohdaten
2018-10-18;14,7;16,8;12,8;Rohdaten
2018-10-19;14,4;17,3;12;Rohdaten
2018-10-20;14,1;17,3;11,6;Rohdaten
2018-10-21;13,9;16,3;11,6;Rohdaten
2018-10-22;14,3;19,9;10,6;Rohdaten
2018-10-23;15,4;18,9;12;Rohdaten
2018-10-24;15,4;17,8;11,3;Rohdaten
2018-10-25;20,6;29,2;16,8;Rohdaten
2018-10-26;16,5;20,5;12,4;Rohdaten
2018-10-27;16,7;21;12,4;Rohdaten
2018-10-28;18,8;21,6;13,2;Rohdaten
2018-10-29;16,1;19,9;11,6;Rohdaten
2018-10-30;39,4;71,5;13,6;Rohdaten
2018-10-31;22,1;28,5;18,3;Rohdaten
2018-11-01;16,6;19,9;14;Rohdaten
2018-11-02;14,6;17,8;12,4;Rohdaten
2018-11-03;13,3;16,3;11,3;Rohdaten
2018-11-04;12,9;14,5;10,9;Rohdaten
2018-11-05;12,1;15,8;8,98;Rohdaten
2018-11-06;14;15,3;12,4;Rohdaten
2018-11-07;13,8;17,3;9,58;Rohdaten
2018-11-08;13,5;14,9;11,6;Rohdaten
2018-11-09;13,1;14,5;11,6;Rohdaten
2018-11-10;12,6;14,5;10,9;Rohdaten
2018-11-11;12,4;14;10,9;Rohdaten
2018-11-12;12,1;13,6;10,6;Rohdaten
2018-11-13;11,9;13,2;9,88;Rohdaten
2018-11-14;11,7;14;9,88;Rohdaten
2018-11-15;11,6;14,9;8,98;Rohdaten
2018-11-16;11,5;14,9;8,63;Rohdaten
2018-11-17;11,1;14,9;8,34;Rohdaten
2018-11-18;10,9;14,5;8,34;Rohdaten
2018-11-19;10,7;14;8,63;Rohdaten
2018-11-20;10,6;14;8,34;Rohdaten
2018-11-21;9,96;14;8,05;Rohdaten
2018-11-22;8,38;11,3;6,02;Rohdaten
2018-11-23;8,19;10,9;6,25;Rohdaten
2018-11-24;8,37;11,6;6,51;Rohdaten
2018-11-25;8,31;14,5;6,25;Rohdaten
2018-11-26;8,18;10,9;6,51;Rohdaten
2018-11-27;8,55;9,88;7,55;Rohdaten
2018-11-28;8,03;14,5;6,02;Rohdaten
2018-11-29;7,51;14,9;5,57;Rohdaten
2018-11-30;7,53;14,9;5,79;Rohdaten
2018-12-01;7,81;12,4;5,79;Rohdaten
2018-12-02;8,25;16,8;5,57;Rohdaten
2018-12-03;48,3;86,6;7,27;Rohdaten
2018-12-04;64,4;81;46;Rohdaten
2018-12-05;55,3;77,8;40,3;Rohdaten
2018-12-06;40;47,7;23,4;Rohdaten
2018-12-07;35,6;43,5;28,5;Rohdaten
2018-12-08;42;54;29,2;Rohdaten
2018-12-09;59,8;90,2;33,4;Rohdaten
2018-12-10;75,1;92,2;54,9;Rohdaten
2018-12-11;44,9;54;37,2;Rohdaten
2018-12-12;33,2;38,6;28,5;Rohdaten
2018-12-13;25,9;31,9;21,6;Rohdaten
2018-12-14;22,2;26,6;19,4;Rohdaten
2018-12-15;19,6;27,9;16,8;Rohdaten
2018-12-16;18,2;22,2;16,3;Rohdaten
2018-12-17;17,3;25,3;14,9;Rohdaten
2018-12-18;16,3;18,9;14;Rohdaten
2018-12-19;15,4;22,8;13,2;Rohdaten
2018-12-20;16,5;19,9;13,6;Rohdaten
2018-12-21;21;43,5;15,8;Rohdaten
2018-12-22;106;143;44,4;Rohdaten
2018-12-23;114;150;99,7;Rohdaten
2018-12-24;285;384;151;Rohdaten
2018-12-25;121;190;83,2;Rohdaten
2018-12-26;65,9;82,1;51,3;Rohdaten
2018-12-27;56,4;88,6;44,4;Rohdaten
2018-12-28;37,7;46;33,4;Rohdaten
2018-12-29;32,8;35,6;29,9;Rohdaten
2018-12-30;29,2;32,7;27,2;Rohdaten
2018-12-31;30,1;34,9;25,3;Rohdaten
2019-01-01;29,6;36,4;25,9;Rohdaten
2019-01-02;28,4;37,2;25,3;Rohdaten
2019-01-03;25;31,9;21,6;Rohdaten
2019-01-04;22,3;25,9;19,4;Rohdaten
2019-01-05;20,4;21,6;18,9;Rohdaten
2019-01-06;21,4;29,4;16,5;Rohdaten
2019-01-07;21,1;25,4;18;Rohdaten
2019-01-08;21,8;30,8;17,5;Rohdaten
2019-01-09;23,2;34,3;15,5;Rohdaten
2019-01-10;22,5;27,4;18;Rohdaten
2019-01-11;20,5;23,5;17,5;Rohdaten
2019-01-12;19,8;22,4;18;Rohdaten
2019-01-13;24,4;42,9;17,5;Rohdaten
2019-01-14;77,5;98,6;43,8;Rohdaten
2019-01-15;52,5;67,8;40,5;Rohdaten
2019-01-16;36,5;45,5;30,1;Rohdaten
2019-01-17;30,9;36,6;26,1;Rohdaten
2019-01-18;28;36,6;22,4;Rohdaten
2019-01-19;24,4;28,7;21,2;Rohdaten
2019-01-20;21,8;24,8;20,7;Rohdaten
2019-01-21;20,4;22,4;16;Rohdaten
2019-01-22;19,3;22,4;16,5;Rohdaten
2019-01-23;18,1;20,1;15,5;Rohdaten
2019-01-24;17,8;20,1;15,1;Rohdaten
2019-01-25;16,8;19;14,2;Rohdaten
2019-01-26;15,8;18;14,2;Rohdaten
2019-01-27;16,1;19;14,2;Rohdaten
2019-01-28;17,3;19,5;15,1;Rohdaten
2019-01-29;16,9;20,1;14,6;Rohdaten
2019-01-30;16,3;19;14,6;Rohdaten
2019-01-31;15,8;18,5;13,3;Rohdaten
2019-02-01;15,3;18;12,9;Rohdaten
2019-02-02;16,7;20,7;12,9;Rohdaten
2019-02-03;20,9;38,9;12,9;Rohdaten
2019-02-04;19,6;23,5;13,3;Rohdaten
2019-02-05;18,1;22,4;13,7;Rohdaten
2019-02-06;17,2;19;14,6;Rohdaten
2019-02-07;17;18,5;15,1;Rohdaten
2019-02-08;19,1;21,2;16,5;Rohdaten
2019-02-09;19,3;22,4;16;Rohdaten
2019-02-10;23,9;29,9;21,6;Rohdaten
2019-02-11;33,2;42,6;26,5;Rohdaten
2019-02-12;26,2;34,1;21;Rohdaten
2019-02-13;22,3;25,2;21;Rohdaten
2019-02-14;20,7;23,4;17,8;Rohdaten
2019-02-15;20,5;24,6;17,8;Rohdaten
2019-02-16;21,3;24,6;18,3;Rohdaten
2019-02-17;23,7;27,8;18,3;Rohdaten
2019-02-18;25,3;31,3;21,6;Rohdaten
2019-02-19;26;29,9;22,8;Rohdaten
2019-02-20;28,1;32,6;25,2;Rohdaten
2019-02-21;29,5;37,1;25,2;Rohdaten
2019-02-22;38,2;46;33,4;Rohdaten
2019-02-23;43,1;46;39,4;Rohdaten
2019-02-24;37,4;42,6;32,6;Rohdaten
2019-02-25;31,7;37,9;26,5;Rohdaten
2019-02-26;34,2;39,4;31,9;Rohdaten
2019-02-27;38,6;46;34,9;Rohdaten
2019-02-28;49,1;69,4;32,6;Rohdaten
2019-03-01;89,3;122;69,4;Rohdaten
2019-03-02;88,6;115;71,5;Rohdaten
2019-03-03;65;71,5;56,8;Rohdaten
2019-03-04;64,3;72,5;57,7;Rohdaten
2019-03-05;60,9;71,5;54,9;Rohdaten
2019-03-06;49,4;56,8;41,9;Rohdaten
2019-03-07;57,2;83,3;43,5;Rohdaten
2019-03-08;66,2;82,1;54;Rohdaten
2019-03-09;55,9;69,4;48,6;Rohdaten
2019-03-10;106;172;69,4;Rohdaten
2019-03-11;126;175;85,8;Rohdaten
2019-03-12;71;85,8;59,6;Rohdaten
2019-03-13;56,5;64,5;47,7;Rohdaten
2019-03-14;52,6;63,5;48,6;Rohdaten
2019-03-15;111;202;60,6;Rohdaten
2019-03-16;170;212;139;Rohdaten
2019-03-17;108;139;88,8;Rohdaten
2019-03-18;97,6;119;82,1;Rohdaten
2019-03-19;70,7;81,1;57,7;Rohdaten
2019-03-20;57;64,5;46;Rohdaten
2019-03-21;48,6;53,1;43,5;Rohdaten
2019-03-22;44,2;50,3;34,9;Rohdaten
2019-03-23;44,4;46,9;39,4;Rohdaten
2019-03-24;49,7;54;45,2;Rohdaten
2019-03-25;56;60,6;47,7;Rohdaten
2019-03-26;45,8;54,9;31,9;Rohdaten
2019-03-27;37,6;43,5;29,9;Rohdaten
2019-03-28;34,4;41,9;23,4;Rohdaten
2019-03-29;33,7;41,9;23,4;Rohdaten
2019-03-30;37,2;45,2;34,1;Rohdaten
2019-03-31;42,1;46;38,6;Rohdaten
2019-04-01;47,5;54,9;41,9;Rohdaten
2019-04-02;52,3;63,5;45,2;Rohdaten
2019-04-03;53,3;59,6;48,6;Rohdaten
2019-04-04;51,5;58,6;44,3;Rohdaten
2019-04-05;41;48,6;35,6;Rohdaten
2019-04-06;35,5;40,2;33,4;Rohdaten
2019-04-07;39,1;41,9;34,9;Rohdaten
2019-04-08;49,6;55,8;40,2;Rohdaten
2019-04-09;46,6;52,2;38,6;Rohdaten
2019-04-10;51,2;54,9;44,3;Rohdaten
2019-04-11;53,6;56,8;50,3;Rohdaten
2019-04-12;46,3;51,2;40,2;Rohdaten
2019-04-13;38,7;42,6;34,9;Rohdaten
2019-04-14;35,6;37,9;32,6;Rohdaten
2019-04-15;30,8;35,6;29,2;Rohdaten
2019-04-16;34,7;40,2;29,2;Rohdaten
2019-04-17;41,7;52,2;34,1;Rohdaten
2019-04-18;51,8;59,6;41,1;Rohdaten
2019-04-19;58,3;66,5;51,2;Rohdaten
2019-04-20;63,2;72,5;53,1;Rohdaten
2019-04-21;67;77,8;55,8;Rohdaten
2019-04-22;64,6;73,6;55,8;Rohdaten
2019-04-23;67,1;74,6;59,6;Rohdaten
2019-04-24;68,9;83,3;58,6;Rohdaten
2019-04-25;74,6;89,8;61,5;Rohdaten
2019-04-26;63,1;70,5;54,9;Rohdaten
2019-04-27;50,1;56,8;41,9;Rohdaten
2019-04-28;47,7;55,8;41,9;Rohdaten
2019-04-29;39,9;42,6;35,6;Rohdaten
2019-04-30;38,2;42,6;32,6;Rohdaten
2019-05-01;34,8;38,6;31,9;Rohdaten
2019-05-02;37,8;46,9;29,2;Rohdaten
2019-05-03;61,2;70,5;41,9;Rohdaten
2019-05-04;53,5;60,6;45,2;Rohdaten
2019-05-05;50,5;54,9;46,9;Rohdaten
2019-05-06;44,8;50,3;41,1;Rohdaten
2019-05-07;40,1;46;34,9;Rohdaten
2019-05-08;39,8;43,5;34,9;Rohdaten
2019-05-09;43;53,1;37,9;Rohdaten
2019-05-10;51,8;55,8;44,3;Rohdaten
2019-05-11;57;78,9;51,2;Rohdaten
2019-05-12;111;135;80;Rohdaten
2019-05-13;78,8;101;66,5;Rohdaten
2019-05-14;57;66,5;49,5;Rohdaten
2019-05-15;46,2;51,2;39,4;Rohdaten
2019-05-16;38,8;44,3;34,9;Rohdaten
2019-05-17;40,1;43,5;35,6;Rohdaten
2019-05-18;45,4;49,5;38,6;Rohdaten
2019-05-19;51;60,6;44,3;Rohdaten
2019-05-20;117;280;61,5;Rohdaten
2019-05-21;469;556;290;Rohdaten
2019-05-22;350;505;221;Rohdaten
2019-05-23;181;221;146;Rohdaten
2019-05-24;124;147;108;Rohdaten
2019-05-25;102;118;88,8;Rohdaten
2019-05-26;106;120;93,4;Rohdaten
2019-05-27;88,3;99,3;78,9;Rohdaten
2019-05-28;164;252;81,1;Rohdaten
2019-05-29;180;214;170;Rohdaten
2019-05-30;134;174;106;Rohdaten
2019-05-31;92,2;105;82,1;Rohdaten
2019-06-01;86,3;99,3;78,9;Rohdaten
2019-06-02;93,7;107;83,3;Rohdaten
2019-06-03;100;142;85,8;Rohdaten
2019-06-04;120;155;99,3;Rohdaten
2019-06-05;101;122;86,8;Rohdaten
2019-06-06;89,9;110;74,6;Rohdaten
2019-06-07;69;80;59,6;Rohdaten
2019-06-08;74;84,4;63,5;Rohdaten
2019-06-09;66,4;73,3;60,2;Rohdaten
2019-06-10;73,2;87,5;63,1;Rohdaten
2019-06-11;82;87,5;74,3;Rohdaten
2019-06-12;76,1;84,2;65,2;Rohdaten
2019-06-13;62,5;68,2;56,4;Rohdaten
2019-06-14;58,2;67,1;51,8;Rohdaten
2019-06-15;61;68,2;56,4;Rohdaten
2019-06-16;57,8;68,2;51,8;Rohdaten
2019-06-17;48,8;54,4;43;Rohdaten
2019-06-18;52,4;67,1;39,8;Rohdaten
2019-06-19;62,6;75,5;53,5;Rohdaten
2019-06-20;61,6;84,2;52,6;Rohdaten
2019-06-21;61,8;76,5;52,6;Rohdaten
2019-06-22;61,8;69,2;55,4;Rohdaten
2019-06-23;66;78,7;54,4;Rohdaten
2019-06-24;51,5;56,4;45,6;Rohdaten
2019-06-25;49,6;56,4;43;Rohdaten
2019-06-26;46;52,6;40,6;Rohdaten
2019-06-27;45,3;50,8;39,8;Rohdaten
2019-06-28;44,7;49,9;40,6;Rohdaten
2019-06-29;40,2;47,3;34,4;Rohdaten
2019-06-30;36,6;43;32,2;Rohdaten
2019-07-01;36,2;43;30,8;Rohdaten
2019-07-02;43;50,8;35,1;Rohdaten
2019-07-03;33,7;38,2;28;Rohdaten
2019-07-04;29,4;34,4;26,7;Rohdaten
2019-07-05;27,4;30,1;25,4;Rohdaten
2019-07-06;26,6;30,1;23,6;Rohdaten
2019-07-07;29,6;35,9;25,4;Rohdaten
2019-07-08;32,5;43;22,3;Rohdaten
2019-07-09;27,7;49,1;20,1;Rohdaten
2019-07-10;24,1;26;22,3;Rohdaten
2019-07-11;22,7;30,1;20,1;Rohdaten
2019-07-12;24,7;41,4;20,6;Rohdaten
2019-07-13;70,4;100;33,7;Rohdaten
2019-07-14;43,6;54,4;34,4;Rohdaten
2019-07-15;31,7;39;28,7;Rohdaten
2019-07-16;27,7;32,9;24,1;Rohdaten
2019-07-17;23,9;33,7;19,6;Rohdaten
2019-07-18;21,8;28;19,6;Rohdaten
2019-07-19;20,2;22,3;19,6;Rohdaten
2019-07-20;19,7;22,3;19;Rohdaten
2019-07-21;22,3;28,7;18,5;Rohdaten
2019-07-22;21,5;26;20,1;Rohdaten
2019-07-23;19,1;21,2;16,5;Rohdaten
2019-07-24;18,1;19,6;16,1;Rohdaten
2019-07-25;17,5;19,6;16,1;Rohdaten
2019-07-26;16,8;18;15,1;Rohdaten
2019-07-27;20,3;28,7;15,1;Rohdaten
2019-07-28;33,5;72,3;17,5;Rohdaten
2019-07-29;124;212;68,2;Rohdaten
2019-07-30;50,6;68,2;39,8;Rohdaten
2019-07-31;34,3;40,6;21,2;Rohdaten
2019-08-01;28;39,8;19,6;Rohdaten
2019-08-02;40,2;95,2;22,3;Rohdaten
2019-08-03;51,1;89,8;36,7;Rohdaten
2019-08-04;32,9;39,8;29,4;Rohdaten
2019-08-05;27,7;30,8;23,6;Rohdaten
2019-08-06;73,1;126;24,8;Rohdaten
2019-08-07;74,5;92,2;61,2;Rohdaten
2019-08-08;101;145;71,3;Rohdaten
2019-08-09;56,8;71,3;45,6;Rohdaten
2019-08-10;41,4;46,4;37,4;Rohdaten
2019-08-11;36,2;39,8;33,7;Rohdaten
2019-08-12;89,9;212;31,5;Rohdaten
2019-08-13;171;256;102;Rohdaten
2019-08-14;77,7;100;59,2;Rohdaten
2019-08-15;53,6;63,1;48,1;Rohdaten
2019-08-16;63,9;75,5;49,1;Rohdaten
2019-08-17;48,8;56,4;39,8;Rohdaten
2019-08-18;39,6;46,4;35,1;Rohdaten
2019-08-19;52,1;68,2;35,9;Rohdaten
2019-08-20;82,3;148;65,2;Rohdaten
2019-08-21;158;224;98;Rohdaten
2019-08-22;77,7;97;62,1;Rohdaten
2019-08-23;54,7;63,1;46,4;Rohdaten
2019-08-24;44,8;50,8;40,6;Rohdaten
2019-08-25;41,3;47,3;36,7;Rohdaten
2019-08-26;37,3;40,6;35,1;Rohdaten
2019-08-27;34,4;39;28,7;Rohdaten
2019-08-28;29,4;33,7;27,4;Rohdaten
2019-08-29;46,9;75,5;29,4;Rohdaten
2019-08-30;40,2;54,4;32,9;Rohdaten
2019-08-31;32;35,9;28,7;Rohdaten
2019-09-01;30,2;45,6;26,7;Rohdaten
2019-09-02;67,1;83;32,2;Rohdaten
2019-09-03;53;64,1;43;Rohdaten
2019-09-04;38,8;44,8;34,4;Rohdaten
2019-09-05;36,6;48,1;32,2;Rohdaten
2019-09-06;55,4;68,2;45,6;Rohdaten
2019-09-07;66,1;84,2;45,6;Rohdaten
2019-09-08;66,8;78,7;56,4;Rohdaten
2019-09-09;97,2;130;71,3;Rohdaten
2019-09-10;76,7;98;62,1;Rohdaten
2019-09-11;52,9;62,1;43;Rohdaten
2019-09-12;41,3;49,9;29,4;Rohdaten
2019-09-13;34,9;38,2;31,5;Rohdaten
2019-09-14;31,8;34,4;29,4;Rohdaten
2019-09-15;25,3;27,8;24;Rohdaten
2019-09-16;22,5;24;18,3;Rohdaten
2019-09-17;21,2;22,2;19,9;Rohdaten
2019-09-18;20;23,4;18,8;Rohdaten
2019-09-19;18,3;21,6;15,4;Rohdaten
2019-09-20;17,6;21;14,5;Rohdaten
2019-09-21;16,7;18,8;13,6;Rohdaten
2019-09-22;16,2;21,6;13,6;Rohdaten
2019-09-23;18,4;35,6;6,77;Rohdaten
2019-09-24;19,3;25,9;13,6;Rohdaten
2019-09-25;20;31,3;9,62;Rohdaten
2019-09-26;28,1;38,6;22,2;Rohdaten
2019-09-27;30,6;41,9;23,4;Rohdaten
2019-09-28;35,3;46,9;24;Rohdaten
2019-09-29;30,9;39,4;25,2;Rohdaten
2019-09-30;23,2;27,8;18,3;Rohdaten
2019-10-01;19,4;22,8;15,8;Rohdaten
2019-10-02;25,8;56,8;17,8;Rohdaten
2019-10-03;70,1;119;46;Rohdaten
2019-10-04;38,8;46;34,9;Rohdaten
2019-10-05;112;215;40,2;Rohdaten
2019-10-06;127;209;87,8;Rohdaten
2019-10-07;147;214;91,4;Rohdaten
2019-10-08;80,8;106;64,5;Rohdaten
2019-10-09;115;201;64,5;Rohdaten
2019-10-10;142;193;103;Rohdaten
2019-10-11;83,1;105;68,5;Rohdaten
2019-10-12;60,3;68,5;52,2;Rohdaten
2019-10-13;52,2;58,3;44,8;Rohdaten
2019-10-14;42,8;47,3;36,7;Rohdaten
2019-10-15;38,2;40,6;35,9;Rohdaten
2019-10-16;35,5;39;32,9;Rohdaten
2019-10-17;31,6;36,7;24,1;Rohdaten
2019-10-18;28,6;31,5;26,7;Rohdaten
2019-10-19;26,6;28,7;25,4;Rohdaten
2019-10-20;24,5;26,7;22,3;Rohdaten
2019-10-21;23,5;27,4;19,6;Rohdaten
2019-10-22;22,1;26,7;19;Rohdaten
2019-10-23;21,1;24,8;19;Rohdaten
2019-10-24;19,6;23,6;16,1;Rohdaten
2019-10-25;19,1;21,8;16,1;Rohdaten
2019-10-26;18,6;20,1;16,5;Rohdaten
2019-10-27;17,9;19,6;15,6;Rohdaten
2019-10-28;18,4;21,8;16,1;Rohdaten
2019-10-29;23,5;36,7;16,5;Rohdaten
2019-10-30;49,8;74,3;29,4;Rohdaten
2019-10-31;117;157;68,2;Rohdaten
2019-11-01;61;82,1;47,7;Rohdaten
2019-11-02;41,6;48,6;34,2;Rohdaten
2019-11-03;31,9;37,9;18,3;Rohdaten
2019-11-04;44,3;53;27,2;Rohdaten
2019-11-05;52,2;62,4;38,6;Rohdaten
2019-11-06;47,2;59,5;39,5;Rohdaten
2019-11-07;37,6;41,9;33,4;Rohdaten
2019-11-08;32;35,6;25,9;Rohdaten
2019-11-09;28,9;31,3;25,9;Rohdaten
2019-11-10;25,2;27,2;23,4;Rohdaten
2019-11-11;23;27,2;21,1;Rohdaten
2019-11-12;23,4;31,3;17,8;Rohdaten
2019-11-13;22,8;34,2;16,3;Rohdaten
2019-11-14;21,6;27,9;16,3;Rohdaten
2019-11-15;20,4;27,9;15,8;Rohdaten
2019-11-16;23,4;25,3;21,1;Rohdaten
2019-11-17;22,4;23,4;20,5;Rohdaten
2019-11-18;21,6;28,5;14,5;Rohdaten
2019-11-19;20,8;25,3;18,3;Rohdaten
2019-11-20;18,5;32,7;15,4;Rohdaten
2019-11-21;17,3;25,3;15,4;Rohdaten
2019-11-22;16,5;19,4;14,9;Rohdaten
2019-11-23;15,8;17,8;14,5;Rohdaten
2019-11-24;16;17,3;14,5;Rohdaten
2019-11-25;16,2;17,8;14,9;Rohdaten
2019-11-26;15,6;18,3;13,6;Rohdaten
2019-11-27;15,1;17,3;13,2;Rohdaten
2019-11-28;15,4;18,3;13,6;Rohdaten
2019-11-29;28,3;49,4;16,8;Rohdaten
2019-11-30;41,1;52,1;32;Rohdaten
2019-12-01;27,7;32,7;24;Rohdaten
2019-12-02;24,2;26,6;22,2;Rohdaten
2019-12-03;22;27,9;18,8;Rohdaten
2019-12-04;18,8;26,6;10,5;Rohdaten
2019-12-05;17,8;22,2;12,8;Rohdaten
2019-12-06;16,9;18,3;15,4;Rohdaten
2019-12-07;17,6;21,1;15,8;Rohdaten
2019-12-08;19,1;21,1;16,8;Rohdaten
2019-12-09;18,3;21,1;16,8;Rohdaten
2019-12-10;28,8;39,5;20,5;Rohdaten
2019-12-11;23,4;26,6;20,5;Rohdaten
2019-12-12;21,9;24,7;14,5;Rohdaten
2019-12-13;21;24,7;19,4;Rohdaten
2019-12-14;28,5;44,3;15,4;Rohdaten
2019-12-15;34,4;40,3;31,3;Rohdaten
2019-12-16;30;36,4;21,1;Rohdaten
2019-12-17;33,7;40,3;27,9;Rohdaten
2019-12-18;36,3;40,3;32,7;Rohdaten
2019-12-19;30,3;34,9;24,7;Rohdaten
2019-12-20;26,1;37,1;19,4;Rohdaten
2019-12-21;40,2;46;27,9;Rohdaten
2019-12-22;37,3;44,3;33,4;Rohdaten
2019-12-23;56,1;69,4;44,3;Rohdaten
2019-12-24;60,6;69,4;51,3;Rohdaten
2019-12-25;91,1;120;73,5;Rohdaten
2019-12-26;71,7;102;54,9;Rohdaten
2019-12-27;52,4;56,7;46,8;Rohdaten
2019-12-28;47,3;53;41;Rohdaten
2019-12-29;36,7;41;32,7;Rohdaten
